prompt,contributor,comment
"Render the image with a vintage Polaroid aesthetic: faded colors, matte finish, wide white border, and a handwritten timestamp.","@curated","retro"
"Produce an abstract portrait with bold color grading, painterly textures, and surreal lighting.","@curated","artistic"
"Generate a vibrant festival scene depicting traditional attire, decorative lighting, and celebratory crowds.","@curated","festival"
"Upscale and retouch to a 4K portrait suitable for social media avatars with natural skin tones and high detail.","@curated","portrait"
"Create a cinematic couple/family portrait emphasizing emotional connection and soft golden light.","@curated","family"
"Compose a multi-generation heritage portrait with warm documentary tones and natural poses.","@curated","heritage"
"Create a short-form content prompt template for a viral social-media photo challenge (TikTok/Instagram).","@curated","social"
"Generate a daily trending photo or meme prompt suitable for viral content creation.","@curated","viral"
"Recreate this cat as a 16-bit video game character, and place the character in a level of a 2D 16-bit platform video game.",@google,Nano Banana example — viral pet remixes and retro game transformations are highly shareable.
"Create a realistic small 3D model of this dog and place the model on a desk next to birthday packaging, making it look like an unwrapped collectible.",@google,Official Nano Banana demo — the 'miniature collectible' trend is driving lots of Nano Banana edits.
"Create a photorealistic professional headshot from this selfie: studio lighting, neutral backdrop, retain facial features and natural skin tones, high-resolution.",@trend-bot,Many users rely on Gemini for quick headshots; covered in Mashable and how-to guides as a trending use-case.
"Merge these two uploaded images seamlessly: insert the hand holding a coffee cup into the foreground of the landscape photo, match lighting and shadows for a photorealistic composite.",@trend-bot,Mentioned in Mashable and Google's docs — image merging/compositing is a popular Gemini workflow.
"Transform this portrait into a retro Bollywood movie poster: 90s grainy film aesthetic, warm golden tones, dramatic shadows, subtle light leaks and vintage vignette.",@trend-bot,Quillbot/Bytesteel and Nano Banana examples highlight retro/festival aesthetics trending across social platforms.
Replace the sky in this photo with a dramatic starry night or fiery sunset and color-grade the scene to match the foreground naturally.,@trend-bot,"Listed in NDTV's top Gemini prompts — sky replacements are an easy, high-impact edit many creators use."
Change the ambient light to 'evening' with a soft golden-hour glow and gentle shadows; increase vibrance without unnatural saturation.,@trend-bot,NavEdits and NDTV show ambient-light prompts as a simple way to alter mood and boost engagement.
Create a lifelike miniature figurine of this person posed on a desk with a round transparent acrylic base and original-style toy packaging art.,@trend-bot,Bytesteel copy-paste prompt — the Nano Banana figurine/toy aesthetic is one of the biggest viral trends.
Generate a 9-panel cinematic story with these two uploaded protagonists as secret superheroes; produce nine sequential images that tell an emotional arc without any text.,@google,Nano Banana example demonstrating Gemini's ability to create multi-image narratives — trending for creators making visual stories.
"Remove distracting elements (e.g., fences, power lines), restore the background seamlessly, then apply a subtle shallow depth-of-field blur to emphasize the subject.",@trend-bot,Commonly recommended in tutorials (NavEdits/NDTV) — cleanup + portrait-style blur is a top practical editing prompt.
"Design a collectible trading card from this uploaded photo: add character stats, custom outfit, foil texture, high-detail card layout and back art",@timmarcin,From Mashable — trading-card style edits are popular for collectibles and nostalgia
"Enhance the background: add photorealistic rain and dolphins in the distance, matching lighting, shadows and reflections to the original photo",@timmarcin,Mashable example shows Gemini's strong background-addition/editing capabilities
Transform this pet photo into a realistic 1/6 scale 3D figurine on a desk with an acrylic base and branded packaging art,@google,Google Nano Banana example — 3D figurine transformations are a viral Nano Banana trend
"Generate a professional headshot from this selfie: studio lighting, neutral backdrop, natural skin tones, preserve facial features while retouching blemishes",@ndtv,NDTV lists headshot creation/editing as a high-demand Gemini use case
"Merge these two uploads seamlessly: place the hand holding a coffee cup into the Grand Canyon foreground and match perspective, lighting and depth",@google,Inspired by Google blog examples demonstrating Gemini's multi-image compositing strength
"Place the uploaded person into a favorite fantasy franchise scene (e.g., Game of Thrones) with authentic costume, props and cinematic atmosphere",@timmarcin,Mashable notes fandom-immersion edits are trending and widely shared
Convert this portrait into a 16-bit platformer character and place it in a detailed 2D level with parallax background and pixel-art lighting,@google,Nano Banana examples popularized retro game sprite transformations
"Recreate this portrait as a retro Bollywood movie poster: grainy 90s film aesthetic, warm golden tones, dramatic shadows and vintage styling",@trend-bot,QuillBot/Bytesteelcloud highlighted the retro Bollywood/saree aesthetic as a viral prompt
"Generate a 9-panel visual story of these two protagonists (no text): maintain character consistency, cinematic lighting, clear narrative beats across images",@google,Google's Nano Banana demo used multi-image storytelling — trend for episodic AI-generated visuals
"Make targeted local edits: remove power lines from the skyline, replace sky with a starry night, sharpen stone textures while preserving the subject",@ndtv,Echoes NDTV/Google prompting tips — precise local edits are practically useful and highly requested
Turn this portrait into a high-detail Nano Banana collectible figurine posed on a desk with a round transparent acrylic base and matching toy box; preserve facial features and lighting; photoreal 1/6 scale.,@ByteSteelCloud,Trending due to Nano Banana 3D figurine craze and many copy-paste prompts
Create a photorealistic cinematic headshot from this selfie preserving identity but enhancing lighting with warm golden-hour rim light shallow depth of field and subtle skin retouch; editorial 8K output.,@TimMarcin,Mashable and creators pushing Gemini for quick professional headshots
Merge these two uploads: insert the hand holding a coffee cup into the Grand Canyon foreground and match lighting shadows and color grading for a seamless composite photoreal edit.,@trend-bot,Users share creative merge prompts after Nano Banana update
Transform this pet photo into a 16-bit video game character and place it in a 2D platformer level with matching pixel-art background while retaining the pet's pose and colors.,@Google,Example from Google's Nano Banana showcase fueling pet remix trends
Apply a retro Bollywood 1990s movie-poster style to this portrait grainy film warm golden tones dramatic shadows subtle light leaks and cinematic composition.,@Quillbot,Popular on social platforms and highlighted in prompt guides for vintage aesthetics
Replace the sky in this landscape with a dramatic fiery sunset or a starry night then adjust ambient lighting reflections and color balance for realism.,@trend-bot,Common trending edit for dramatic before/after shares
Remove power lines trash and other background distractions from this photo then add a gentle morning mist and enhance texture details for a timeless look.,@trend-bot,Utility edit trending for quick cleanups and polished travel shots
Create a nine-panel visual story with these two protagonists as secret superheroes narrating an emotional arc and twist purely through imagery without text cinematic style.,@Google,Nano Banana examples and creators are making sequential image storytelling viral
Generate a realistic small 3D model of this dog then place the model on a desk next to birthday packaging to look like an unwrapped gift with studio lighting.,@trend-bot,Inspired by Nano Banana toy transformation prompts gaining traction
Convert this photo into a soft watercolor painting with pastel palette paper texture and visible brushstroke details while preserving subject proportions and composition.,@trend-bot,Art style transformations are consistently trending as easy visual upgrades
"Take this photo of me and turn me into a collectible figurine inside a toy box. Include a clear window, bold packaging graphics, my name on the box, glossy resin texture, realistic likeness, studio product lighting, high-res photoreal finish.",@Tomsguide,Viral #1 trend—widely shared example in Tom's Guide and many how‑tos for Nano Banana collectible edits.
"Transform this portrait into an anime hero: vibrant manga color palette, dramatic cinematic lighting, dynamic action pose, crisp linework, maintain identity and facial features.",@trend-bot,Top viral prompt from multiple 'top 10' lists (YouTube/viral threads) making anime avatars hugely popular.
"Create a cyberpunk portrait from this photo: neon city background, reflective goggles, glowing accents, rain-soaked streets, high‑contrast cinematic lighting, photoreal detail.",@trend-bot,Frequently appearing in viral Nano Banana galleries and videos — a staple stylistic trend.
"Turn this image into a realistic astronaut portrait: authentic NASA-style suit, cosmic galaxy backdrop, helmet reflections, cinematic rim lighting, photoreal finish.",@trend-bot,Common pick in 'Top 10' Nano Banana prompt lists (astronaut portrait is a viral favorite).
"Recreate this subject as a 16-bit video game character and place them in a classic 2D platform level: pixel art sprite, limited palette, retro UI and background, crisp outlines.",@timesofindia,Featured by Times of India and other outlets as a viral retro-game prompt loved for shareable nostalgia edits.
"Redraw this photo in Studio Ghibli style: soft painterly backgrounds, warm cinematic lighting, hand-painted textures, expressive eyes, keep identity and pose consistent.",@Fotor,Listed in Fotor's 'hottest prompts' as a trending stylistic transformation inspired by Ghibli aesthetics.
"Reshape the body of the person in [Image1] into a [target body type]. Keep the face, identity, hairstyle, and clothing consistent. Ensure realistic anatomy, natural proportions, and photorealistic details.",@Fotor,Copied from Fotor's prompt roundup — trending for realistic but identity-preserving body edits.
"Place me into Vincent van Gogh's 'Starry Night' (or other classic painting): render me in the original style's brushwork, colors and texture so I blend seamlessly, no text.",@Tomsguide,Popular 'insert into artwork' prompt highlighted by Tom's Guide and Times of India; widely used for creative mashups.
"Generate an image of the same scene as [Image1], but showing how it looks 10 minutes later. Keep environment and style consistent; add natural changes in light, weather, and people for photoreal continuity.",@Fotor,From Fotor's list (time‑based generation) — trending for storytelling edits and sequential image continuity.
"Create a Hollywood blockbuster poster from this photo: epic cinematic lighting, dramatic composition, bold typography (title + credits area), high contrast color grade, photoreal and posterized finish.",@trend-bot,"Featured across viral Nano Banana tutorials and YouTube 'top prompts' as a high-engagement, shareable transformation."
"Take this photo of me and turn me into a collectible figurine inside a toy box. The box should include a clear plastic window, bold graphics, and my name on the packaging. Style the figurine in a fun, toy-like way but keep my likeness recognizable. Photorealistic studio lighting.",@trend-bot,#1 viral Nano Banana prompt — widely shared in articles and videos for its shareable 'toy box' results
"Turn the person in [Image1] into a lifelike 3D action figure, dynamic pose, glossy plastic texture, detailed clothing, placed on a display stand, studio lighting, photorealistic.",@trend-bot,"Popular on tutorials and prompt lists for creating collectible action-figure renders (Fotor, GrowthJockey)"
"Transform this person into an anime protagonist, dynamic action pose, vibrant manga colors, dramatic lighting, cinematic background, maintain facial identity, high-detail.",@trend-bot,Anime hero prompts consistently rank high in Nano Banana trend videos and community posts
"Create a cyberpunk-style portrait of the person in [Image1], neon city background, reflective goggles, glowing accents, moody cinematic lighting, photorealistic.",@trend-bot,Cyberpunk portraits are repeatedly listed among top Nano Banana prompts for striking visual impact
"Make a Hollywood-style blockbuster poster starring the subject in [Image1], dramatic lighting, cinematic color grading, epic background, space for bold typography (no text), photorealistic.",@trend-bot,Movie-poster edits go viral for social thumbnails and content creators (featured in Top 10 videos)
"Transform this photo into a realistic 1980s portrait: neon clothing, big hair, retro mall arcade background, authentic film grain and color grading, keep likeness.",@trend-bot,Decade/retro transformations trend across Tom's Guide and Times of India as a fun nostalgia prompt
"Place the person from [Image1] into Vincent van Gogh's 'Starry Night', painted in the same swirling brushstroke style so they blend naturally into the scene.",@trend-bot,"Classic-art insertion prompts are popular for dramatic stylistic mashups (Tom's Guide, Times of India examples)"
"Create a hyper-realistic 3D miniature figurine of this pet, glossy resin texture, placed on a wooden desk with birthday decorations, studio lighting, preserve pet's likeness.",@trend-bot,"Pet-to-figurine prompts are widely used and shared for giftable, viral content (Google/TI examples)"
"Generate an image of the same scene as [Image1] but showing how it looks 10 minutes later; keep environment and style consistent, add subtle changes in light, weather, and motion.",@trend-bot,"Time-based continuity prompts (e.g., '10 minutes later') featured in Fotor's Nano Banana guide"
"Reshape the body of the person in [Image1] into a [target body type] while keeping face, identity, hairstyle, and clothing consistent; ensure realistic anatomy, natural proportions, photorealistic detail.",@trend-bot,Body-reshape prompts are trending for controlled edits while preserving identity (documented in Fotor examples)
"Take this photo of me and turn me into a collectible figurine inside a toy box with a clear plastic window, bold packaging graphics, my name on the box, glossy resin texture, studio lighting, photorealistic product shot",@trend-bot,Most viral Nano Banana prompt — widely shared in Tom's Guide and YouTube trend lists
"Transform this image into a lifelike 3D action figure of the person, pose with crossed arms, realistic plastic and fabric textures, placed on a round display stand with soft studio lighting",@trend-bot,From Fotor's '3D Action Figure' prompt; popular for photoreal 3D renders
"Convert this portrait into a chibi knitted doll: soft yarn texture, oversized head, button eyes, cozy knitted outfit, shallow depth of field, cute studio lighting",@trend-bot,Trending cute-edit from Fotor's Nano Banana prompt collection
"Redraw this photo in Studio Ghibli style: hand-painted color palette, soft lighting, whimsical background, keep identity consistent and photoreal-to-painterly blend",@trend-bot,Ghibli-style edits are highly shared; recommended on Fotor and community guides
"Reshape the body of the person in [Image1] into a [target body type] while keeping the face, identity, hairstyle, and clothing consistent; ensure realistic anatomy, natural proportions, photoreal details",@trend-bot,Fotor highlight for realistic body edits and identity preservation
Generate an image of the same scene as [Image1] but showing how it looks 10 minutes later; maintain environment and style while adding natural time-based changes like light and weather,@trend-bot,Time-based image generation prompt from Fotor that's trending for storytelling edits
"Transform this photo of me into a 1980s portrait: neon clothes, big hair, retro mall arcade background, era-accurate colors and film grain, photoreal portrait style",@trend-bot,Decade-transform prompts are viral for nostalgia; featured in Tom's Guide and Times of India
"Insert me into Vincent van Gogh's 'Starry Night' rendered in the same swirling brushstroke style so I blend naturally into the scene; no added text, painterly color and texture",@trend-bot,Classic artwork insertion trend appearing across Tom's Guide and Times of India articles
"Create a cyberpunk portrait of this person with neon city reflections, futuristic goggles, holographic tattoos, dramatic rim lighting, wet street reflections, photoreal cinematic finish",@trend-bot,One of the top YouTube-listed Nano Banana prompts for high-engagement visuals
"Turn this pet into a 16-bit video game character inside a retro 2D platform level with pixel art sprites, bright arcade palette, simple parallax background, crisp pixel outlines",@trend-bot,Pet-to-game and pet figurine edits are trending across Times of India and Tech Edge AI guides
"Take this photo and turn me into a collectible figurine inside a toy box with a clear plastic window, bold graphics, my name on the packaging, glossy resin texture, studio lighting, photorealistic—preserve likeness.",@trend-bot,"Viral #1 across guides and videos (Fotor, YouTube): the most-shared Nano Banana trend."
"Transform [Image1] into an anime hero: vibrant manga style, dramatic lighting, action pose, cinematic background, high detail, preserve identity.",@trend-bot,Ranked #2 in multiple Top-10 lists (YouTube/Tech Edge) — hugely popular for avatars and profile pics.
"Create a cyberpunk portrait of [Image1]: neon city lights, futuristic goggles, wet reflections, neon rim lighting, high-detail photorealism.",@trend-bot,Repeatedly featured in viral roundups as a top visually striking Nano Banana prompt.
"Generate a Hollywood blockbuster movie poster starring the person in [Image1]: epic composition, dramatic cinematic lighting, bold typography, high contrast, film-grain finish.",@trend-bot,"Popular with creators for shareable, cinematic edits (featured in YouTube and Tom's Guide lists)."
"Turn [Image1] into a 16‑bit pixel art game character placed in a retro 2D platformer level: authentic 8-bit palette, crisp outlines, game UI elements.",@trend-bot,Retro/pixel trends highlighted by Tech Edge and GrowthJockey; great for nostalgic social posts.
"Make an astronaut portrait of [Image1]: realistic NASA-style suit, cosmic galaxy background, cinematic lighting, photorealistic skin and helmet reflections.",@trend-bot,Appears in multiple Top-10 lists (What Am I / YouTube) — a strong viral trope for dramatic transformations.
"Create a professional LinkedIn-style headshot from [Image1]: studio lighting, clean neutral background, business attire, natural expression, high-res photorealistic.",@trend-bot,Praised as a practical Nano Banana use case for quick professional profile upgrades (YouTube/press coverage).
"Turn this pet photo into a realistic collectible 3D figurine on a desk with birthday decorations: glossy resin finish, studio lighting, preserve animal features.",@trend-bot,Pets-to-figurine edits are widely shared across Times of India and Atlabs prompts — high engagement content.
"Generate an image of the same scene as [Image1] but showing how it looks 10 minutes later: consistent environment, subtle lighting/weather/people changes, photorealistic continuity.",@trend-bot,Time-based image generation cited in Fotor and Times of India as an emerging Nano Banana capability for storytelling.
"Reshape the body of the person in [Image1] into a [target body type] while keeping face, identity, hairstyle, and clothing consistent; ensure realistic anatomy and photorealistic details.",@trend-bot,Body-reshape prompts (Fotor) trending for quick appearance edits — widely shared but often iterated for best results.
"Take this photo [Image1] and turn the subject into a collectible figurine inside a toy box with a clear plastic window, bold graphics, the person's name on packaging, glossy resin texture, studio lighting, preserve likeness and facial features, photorealistic.",@trend-bot,#1 viral prompt (collectible figurine) — widely shared in Tom's Guide and YouTube countdowns.
"Transform this photo [Image1] into an anime hero: vibrant manga colors, dramatic action pose, cinematic lighting, cel-shaded detail, maintain identity and facial features, high-resolution.",@trend-bot,Top-ranked trending style from multiple viral lists (anime hero).
"Turn [Image1] into a cyberpunk portrait: neon city background, wet reflective streets, glowing implants and lenses, dramatic rim lighting, photorealistic skin detail, moody color grading.",@trend-bot,Cyberpunk portrait is a viral aesthetic across Nano Banana tutorials and videos.
"Generate a realistic astronaut portrait from [Image1]: subject in NASA-style space suit, cosmic galaxy background, cinematic rim light, helmet reflections, high-detail photorealism.",@trend-bot,Popular 'astronaut portrait' prompt featured in YouTube top-10 trend videos.
"Transform this photo [Image1] into a portrait from the [target decade] (e.g., 1980s): period-accurate clothing, hair, background, color grading and film grain to match the era, preserve identity.",@trend-bot,Decade transformations (1980s/1970s/1920s) are widely shared Nano Banana challenges.
"Insert the person from [Image1] into [famous artwork] (e.g., Van Gogh's Starry Night) painted in the same style, matching brushwork, palette, and lighting so the subject blends seamlessly.",@trend-bot,'Step into classic artwork' trend — seen in Times of India and Tom's Guide examples.
"Create a realistic 3D miniature figurine of this pet [Image1], place it on a wooden desk with birthday decorations, glossy resin finish, high-detail fur texture, photorealistic studio lighting.",@trend-bot,"Pet-to-figurine edits are a major Nano Banana viral subtrend (Times of India, Fotor)."
"Turn [Image1] into an epic Hollywood movie poster: cinematic lighting, dramatic shadows, bold composition, stylized color grading, placeholder typography area, high-resolution, cinematic aspect ratio.",@trend-bot,Movie-poster-style edits are highly shareable and featured across viral prompt lists.
"Reshape the body of the person in [Image1] into a [target body type] while preserving face, identity, hairstyle and clothing; ensure realistic anatomy, natural proportions and photorealistic details.",@trend-bot,Body-reshape prompt from Fotor's trending list — used for quick realistic edits (identity-preservation emphasized).
"Generate an image of the same scene as [Image1] showing how it looks 10 minutes later (or at sunset): keep environment and style consistent, add natural changes in light, weather and people, photorealistic continuity.",@trend-bot,Time-based image generation is trending for storytelling and sequential edits (Fotor example).
"Turn this photo into a collectible figurine inside a toy box with a clear window, bold graphics, my name on the packaging, glossy resin texture, studio lighting; keep likeness recognizable.",@trend-bot,Most viral Nano Banana prompt—ranked #1 across guides and videos for shareable toy-style edits.
"Transform this person into an anime hero, vibrant manga style, dramatic lighting, dynamic action pose, cinematic background, keep identity consistent.",@trend-bot,Anime hero edits are repeatedly listed in top-10 trend roundups and creator videos.
"Create a cyberpunk portrait of this photo with neon city lights, reflective wet surfaces, futuristic goggles, glowing tattoos, and high-detail cinematic lighting.",@trend-bot,Cyberpunk aesthetic is widely popular in trend articles and YouTube demos.
"Make a Pixar-style 3D animated portrait of this person with big expressive eyes, soft shading, colorful whimsical background, and cinematic studio lighting.",@trend-bot,Animated/3D avatar styles (Pixar/Disney) are trending for profile pics and social posts.
"Generate a hyper-realistic 3D miniature figurine of this pet on a wooden desk with birthday decorations, glossy resin texture, and a collectible base.",@trend-bot,Pet-to-figurine conversions are frequently recommended in guides and official Nano Banana examples.
"Turn me into a 1950s Hollywood movie star: retro makeup, wavy platinum hair, satin gown, dramatic cinematic lighting, red carpet backdrop with paparazzi.",@trend-bot,Retro glamour edits (1950s Hollywood) featured in Times of India and trend roundups.
"Animate this person between [Image1] (start) and [Image2] (end) into a smooth 3–5 second clip with natural camera movement, realistic motion blur, consistent identity, and cinematic transitions.",@DanKieft,Based on Dan Kieft's Nano Banana tutorial showing multi-frame animation and video workflows.
"Transform this person into a traditional saree portrait: deep maroon silk saree with golden zari embroidery, temple jewelry, ornate palace interior, soft cinematic glow, photorealistic fabric textures.",@trend-bot,Culturally specific saree portraits are widely shared in India-focused articles and guides.
"Convert this person into a 16-bit video game character placed in a classic 2D platformer level with pixel platforms, retro clouds, bright arcade colors, and crisp outlines.",@trend-bot,"Pixel/retro game conversions are popular for nostalgic, shareable content (featured in YouTube top lists)."
"Create an image of the present person hugging their younger self in a warm nostalgic scene: matching faces, cozy lighting, photorealistic, emotional composition.",@trend-bot,Emotional 'hug younger self' prompt noted in Fotor's trending Nano Banana prompts list.
"Create a collectible figurine of this person inside a retail toy box with a clear window, glossy resin texture, realistic likeness preserved, heroic pose, studio lighting, bold packaging graphics and a name plate — photorealistic high-detail render.",@trend-bot,Most-viral Nano Banana prompt (collectible figurine); widely shared in media and videos.
"Turn this photo into an anime hero: vibrant manga style, dynamic action pose, dramatic lighting, cinematic background, preserved identity, bold linework and saturated colors.",@trend-bot,#2 on viral lists — popular for profile avatars and fan edits.
"Make a cyberpunk portrait of this person: neon city background, rain-reflected surfaces, glowing facial implants, futuristic goggles, dramatic rim lighting, high-detail realism.",@trend-bot,Top trending style from creator videos and social feeds for edgy visuals.
"Transform this image into a Funko Pop / chibi-style vinyl figure: oversized head, simplified features, boxed packaging with playful branding, matte vinyl texture, studio white background.",@trend-bot,Funko/Chibi figurines are repeatedly cited across guides and Fotor lists.
"Create a Pixar-style 3D animated portrait of this person: warm, soft shading, large expressive eyes, cinematic studio lighting, colorful whimsical background, identity preserved.",@trend-bot,"Pixar/animation-style renders are viral for friendly, shareable avatars."
"Turn this photo into a 1950s Hollywood glamour portrait: retro makeup and hair, satin gown, dramatic cinematic lighting, red carpet backdrop with paparazzi flashes, film grain.",@trend-bot,Featured in Times of India trend pieces as a popular nostalgic edit.
"Generate a hyper-realistic 3D miniature of this pet on a wooden desk with birthday decorations: glossy resin texture, display base, studio lighting, photoreal details preserved.",@trend-bot,Google examples and Tom's Guide highlight pet-to-figurine as a major use case.
"Convert this person into a 16-bit video game character placed in a classic 2D platformer level: pixel art, bright arcade palette, retro UI elements, crisp sprite outlines.",@trend-bot,Retro pixel & game-character prompts are repeatedly recommended in top-10 lists.
"Reshape the person's body or outfit: change body type to [target], preserve face and identity, ensure realistic anatomy and natural proportions, photoreal retouch and clothing continuity.",@trend-bot,Body-reshape and outfit-change prompts appear across Fotor and Atlabs guides; trending for transformation edits.
"Use multi-reference animation prompting: upload start and end frames, then 'animate transition: smooth camera move, consistent identity, realistic motion blur, 8–12 frame cinematic sequence', output as short loop.",@trend-bot,Multi-image/motion workflows from Dan Kieft and other tutorials are trending for quick AI videos and animated edits.
"Take this photo and turn me into a collectible figurine inside a toy box with a clear window, bold graphics, my name on the packaging, photorealistic miniature, studio lighting and white background.",@trend-bot,Viral #1 Nano Banana trend — widely shared in YouTube/Tom's Guide guides for social-ready collectible edits.
"Transform this photo into an anime hero: vibrant manga style, dramatic lighting, dynamic action pose, high-detail character shading and cinematic background.",@trend-bot,Ranked top-2 on multiple trending lists (YouTube/Times of India) — huge on TikTok/Reels.
"Edit this portrait into a cyberpunk scene with neon city lights, futuristic goggles, glowing reflections, wet streets, and cinematic rim lighting.",@trend-bot,Cyberpunk portraits are consistently viral across creator videos and tutorial roundups.
"Create a Pixar-style 3D animated portrait from this image: soft shading, big expressive eyes, warm rim lighting, colorful whimsical background and high-res render.",@trend-bot,Popular on Instagram and reported by Times of India / Fotor as a top Nano Banana style for avatars.
"Turn this photo into a Funko Pop / chibi vinyl figure with an oversized head, simplified facial features, boxed collectible packaging and studio product lighting.",@trend-bot,Frequently listed in Fotor and Tom's Guide examples — favored for collectible/toy trends.
"Place this photo into an epic Hollywood movie poster: cinematic lighting, dramatic shadows, bold typography area, dramatic color grading and filmic composition.",@trend-bot,"Movie-poster edits are a trending content format for creators seeking dramatic, shareable thumbnails."
"Make me an astronaut portrait: realistic NASA space suit, reflective helmet, cosmic galaxy background, dramatic cinematic lighting and photoreal textures.",@trend-bot,Featured in YouTube Top 10 Nano Banana lists and used for high-engagement profile transforms.
"Convert this image into a 16-bit pixel art game character and level: retro palette, sprite-style pose, platform elements and authentic arcade look.",@trend-bot,Retro/pixel conversions are trending for nostalgia-driven posts (Times of India / Tom's Guide examples).
"Redraw this photo in Studio Ghibli style: soft painterly textures, lush environmental background, warm filmic lighting and whimsical composition.",@trend-bot,Ghibli-inspired edits repeatedly appear in Fotor's hot prompt collections and creator feeds.
"Generate the same scene as this image but 10 minutes later: preserve continuity while changing light, weather, and nearby activity for a photoreal temporal progression.",@trend-bot,"Time-based continuity prompts (e.g., '10 minutes later') are highlighted in Fotor as a unique viral Nano Banana capability."
"Take this photo of me and turn me into a collectible figurine inside a toy box with a clear window, bold graphics, my name on the packaging, realistic miniature textures, and studio lighting — high detail, photorealistic collectible style","@""trend-bot""",Most viral Nano Banana prompt (featured in Tom's Guide and YouTube roundups) — the #1 figurine/toy-box trend.
"Transform this image into an anime hero protagonist in vibrant manga style with dramatic lighting, dynamic action pose, exaggerated expressive eyes, speed lines, and cinematic background","@""trend-bot""",Anime hero edits were repeatedly listed in Top-10 Nano Banana prompt lists and viral creator videos.
